pose_traces,x,y,z
pose9,10,0.815571,1.077693
pose9,10,0.861148,1.137366
pose9,10,0.906871,1.198215
pose9,10,0.951750,1.258250
pose9,10,0.996700,1.319375
pose9,10,1.042726,1.379581
pose9,10,1.087931,1.441012
pose9,10,1.133335,1.501675
pose9,10,1.177821,1.562446
pose9,10,1.223405,1.624336
pose9,10,1.269214,1.685486
pose9,10,1.314250,1.746922
pose9,10,1.359397,1.808492
pose9,10,1.405815,1.870374
pose9,10,1.451341,1.932404
pose9,10,1.495972,1.994583
pose9,10,1.541904,2.057106
pose9,10,1.587116,2.119994
pose9,10,1.633490,2.183058
pose9,10,1.678987,2.246299
pose9,10,1.724809,2.308915
pose9,10,1.769759,2.372747
pose9,10,1.816082,2.437006
pose9,10,1.861741,2.500683
pose9,10,1.907574,2.565612
pose9,10,1.953583,2.629731
pose9,10,1.999984,2.694333
pose9,10,2.045536,2.759173
pose9,10,2.092540,2.825567
pose9,10,2.138705,2.891177
pose9,10,2.184026,2.957045
pose9,10,2.231076,3.023763
pose9,10,2.277055,3.089419
pose9,10,2.323499,3.156710
pose9,10,2.370428,3.224614
pose9,10,2.417329,3.292505
pose9,10,2.463944,3.360303
pose9,10,2.510808,3.428429
pose9,10,2.557922,3.497951
pose9,10,2.604513,3.567102
pose9,10,2.651366,3.636607
pose9,10,2.698484,3.706467
pose9,10,2.746177,3.777069
pose9,10,2.793073,3.848052
pose9,10,2.840569,3.919816
pose9,10,2.888687,3.991309
pose9,10,2.935693,4.063892
pose9,10,2.980124,4.114195
pose9,10,3.025230,4.164296
pose9,10,3.069580,4.214872
pose9,10,3.114270,4.265929
pose9,10,3.159672,4.317935
pose9,10,3.205437,4.370451
pose9,10,3.250451,4.423484
pose9,10,3.295098,4.477533
pose9,10,3.341242,4.531006
pose9,10,3.387047,4.586670
pose9,10,3.433249,4.641784
pose9,10,3.478715,4.697479
pose9,10,3.525006,4.754311
pose9,10,3.571715,4.811761
pose9,10,3.618139,4.870408
pose9,10,3.664547,4.929130
pose9,10,3.712299,4.989684
pose9,10,3.758881,5.049164
pose9,10,3.806382,5.109937
pose9,10,3.853173,5.172594
pose9,10,3.900919,5.235443
pose9,10,3.949151,5.297859
pose9,10,3.996683,5.362221
pose9,10,4.045224,5.428043
pose9,10,4.093076,5.493476
