x,y,z
10,3.605636,6.415393
10,3.578857,6.339412
10,3.553731,6.264457
10,3.526590,6.189301
10,3.501508,6.117106
10,3.475213,6.043935
10,3.450149,5.973173
10,3.423886,5.902622
10,3.398424,5.833683
10,3.373351,5.764454
10,3.349042,5.696769
10,3.323936,5.631097
10,3.299202,5.565092
10,3.273684,5.499913
10,3.248896,5.435008
10,3.224814,5.372630
10,3.200732,5.309281
10,3.176205,5.247273
10,3.152022,5.187133
10,3.128504,5.127136
10,3.104195,5.066722
10,3.081643,5.008645
10,3.057183,4.950123
10,3.020457,4.871087
10,2.982867,4.791446
10,2.945812,4.712784
10,2.909274,4.635066
10,2.872670,4.557334
10,2.835481,4.479430
10,2.798785,4.403497
10,2.762296,4.326900
10,0.000000,0.000000
10,-0.081802,0.082242
10,-0.163525,0.163415
10,-0.244216,0.245558
10,-0.325857,0.327657
10,-0.407525,0.408781
10,-0.488176,0.490887
10,-0.569911,0.573069
10,-0.650659,0.654264
10,-0.731553,0.736587
10,-0.812488,0.818947
10,-0.893629,0.900493
10,-0.974842,0.983103
10,-1.056322,1.064953
10,-1.137904,1.147895
10,-1.218814,1.230132
10,-1.299857,1.312489
10,-1.381162,1.396085
10,-1.461884,1.479059
10,-1.543791,1.562197
10,-1.625178,1.645774
10,-1.706778,1.729546
10,-1.787749,1.813665
10,-1.869125,1.898157
10,-1.950931,1.983043
10,-2.033386,2.068523
10,-2.115123,2.154281
10,-2.197367,2.239488
10,-2.280145,2.326210
10,-2.362235,2.412224
10,-2.442293,2.476101
10,-2.524079,2.539609
10,-2.605315,2.603571
10,-2.686517,2.669507
10,-2.768236,2.734906
10,-2.849990,2.801322
10,-2.933350,2.867235
10,-3.015475,2.935017
10,-3.098490,3.003659
10,-3.182430,3.072136
10,-3.265939,3.142296
10,-3.349690,3.212652
10,-3.434114,3.283682
10,-3.518501,3.355730
10,-3.603961,3.428837
10,-3.689447,3.503045
10,-3.776080,3.578397
10,-3.862404,3.653461
10,-3.949931,3.729728
10,-4.036491,3.808352
10,-4.124326,3.887172
10,-4.213486,3.967341
10,-4.302432,4.048472
10,-4.391636,4.129900
10,-4.481133,4.213943
10,-4.571602,4.297904
10,-4.662422,4.383430
10,-4.754790,4.470581
10,-4.846432,4.559423
10,-4.939160,4.649483
10,-5.032383,4.740158
10,-5.127330,4.833873
10,-5.221079,4.927747
10,-5.316628,5.023590
10,-5.412206,5.120861
10,-5.510324,5.219647
10,-5.585797,5.310181
10,-5.663876,5.402325
10,-5.742055,5.496056
10,-5.820336,5.591408
10,-5.899453,5.689154
10,-5.979464,5.788122
10,-6.060945,5.888891
10,-6.143424,5.992307
10,-6.224857,6.097659
10,-6.308675,6.205842
10,-6.394130,6.314782
10,-6.479462,6.426733
10,-6.565171,6.540904
10,-6.653535,6.658303
10,-6.740997,6.778097
10,-6.830299,6.898968
10,-6.479660,6.354685
10,-6.139624,5.842855
10,-5.807803,5.358857
10,-5.486253,4.901541
10,-5.210968,4.508903
10,-4.944134,4.137888
10,-4.682560,3.785327
10,-4.426244,3.446766
