synthesizer,camera_position,scene,pose_traces,QP,numGroup,psnr_mean,ssim_mean,vmaf_mean,TMIV_encoding_time,TMIV_decoding_time,x265_encoding_time,x265_decoding_time,bitrate,numGroup
ViewWeightingSynthesizer,9x4,ArchVizInterior,pose3,48,4,44.28173689,0.886668922,28.3370556,634.285,2813.011,4.229322433,2.975800276,1337888,4
ViewWeightingSynthesizer,9x4,ArchVizInterior,pose4,48,4,41.87815101,0.854776389,28.92749166,634.285,3050.368,4.229322433,2.975800276,1337888,4
ViewWeightingSynthesizer,9x4,ArchVizInterior,pose5,48,4,43.31946916,0.890996433,41.73323889,634.285,3101.383,4.229322433,2.975800276,1337888,4
ViewWeightingSynthesizer,9x4,ArchVizInterior,pose6,48,4,43.78742382,0.900559833,34.37842494,634.285,3198.369,4.229322433,2.975800276,1337888,4
ViewWeightingSynthesizer,9x4,ArchVizInterior,pose7,48,4,42.04163428,0.812870389,36.70543652,634.285,3131.542,4.229322433,2.975800276,1337888,4
ViewWeightingSynthesizer,9x4,ArchVizInterior,pose8,48,4,42.61403434,0.872255633,15.10033182,634.285,2471.582,4.229322433,2.975800276,1337888,4
ViewWeightingSynthesizer,9x4,ArchVizInterior,pose9,48,4,44.01354082,0.894522978,32.70211964,634.285,3280.287,4.229322433,2.975800276,1337888,4
AdditiveSynthesizer,9x4,ArchVizInterior,pose0,50,4,41.54764648,0.870927856,27.35852514,607.912,1624.009,4.293245792,2.792312145,1195976,4
AdditiveSynthesizer,9x4,ArchVizInterior,pose1,50,4,41.3185895,0.765245178,29.97685028,607.912,2035.363,4.293245792,2.792312145,1195976,4
AdditiveSynthesizer,9x4,ArchVizInterior,pose2,50,4,40.5298628,0.725935956,34.82916472,607.912,1770.419,4.293245792,2.792312145,1195976,4
AdditiveSynthesizer,9x4,ArchVizInterior,pose3,50,4,41.74354949,0.885486922,28.4034671,607.912,1813.878,4.293245792,2.792312145,1195976,4
AdditiveSynthesizer,9x4,ArchVizInterior,pose4,50,4,40.79347039,0.852055989,30.19704771,607.912,1892.276,4.293245792,2.792312145,1195976,4
AdditiveSynthesizer,9x4,ArchVizInterior,pose5,50,4,41.55475824,0.8902813,40.2085405,607.912,1754.267,4.293245792,2.792312145,1195976,4
AdditiveSynthesizer,9x4,ArchVizInterior,pose6,50,4,42.55974547,0.898962767,34.38718614,607.912,2271.793,4.293245792,2.792312145,1195976,4
AdditiveSynthesizer,9x4,ArchVizInterior,pose7,50,4,41.33154283,0.809959522,37.12609383,607.912,1942.46,4.293245792,2.792312145,1195976,4
AdditiveSynthesizer,9x4,ArchVizInterior,pose8,50,4,41.05687779,0.870456122,14.30440084,607.912,1447.793,4.293245792,2.792312145,1195976,4
AdditiveSynthesizer,9x4,ArchVizInterior,pose9,50,4,42.77574519,0.893441878,33.04881101,607.912,1964.608,4.293245792,2.792312145,1195976,4
ViewWeightingSynthesizer,9x4,ArchVizInterior,pose0,50,4,41.25843362,0.862065333,25.48835694,607.912,2825.607,4.293245792,2.792312145,1195976,4
ViewWeightingSynthesizer,9x4,ArchVizInterior,pose1,50,4,41.09209148,0.753600411,25.41337934,607.912,3310.717,4.293245792,2.792312145,1195976,4
ViewWeightingSynthesizer,9x4,ArchVizInterior,pose2,50,4,40.22341678,0.713052978,31.27266753,607.912,3001.466,4.293245792,2.792312145,1195976,4
ViewWeightingSynthesizer,9x4,ArchVizInterior,pose3,50,4,41.5623373,0.874066467,23.39132543,607.912,2722.768,4.293245792,2.792312145,1195976,4
ViewWeightingSynthesizer,9x4,ArchVizInterior,pose4,50,4,40.48250921,0.841647511,25.13783961,607.912,3060.968,4.293245792,2.792312145,1195976,4
ViewWeightingSynthesizer,9x4,ArchVizInterior,pose5,50,4,41.14526296,0.877678133,36.07385929,607.912,3161.345,4.293245792,2.792312145,1195976,4
ViewWeightingSynthesizer,9x4,ArchVizInterior,pose6,50,4,42.04655682,0.885907756,28.35375357,607.912,3325.733,4.293245792,2.792312145,1195976,4
ViewWeightingSynthesizer,9x4,ArchVizInterior,pose7,50,4,41.05390106,0.799077689,33.20644892,607.912,3222.189,4.293245792,2.792312145,1195976,4
ViewWeightingSynthesizer,9x4,ArchVizInterior,pose8,50,4,40.78220302,0.862853056,12.66740683,607.912,2560.907,4.293245792,2.792312145,1195976,4
ViewWeightingSynthesizer,9x4,ArchVizInterior,pose9,50,4,42.50672352,0.882078,28.2561507,607.912,3377.835,4.293245792,2.792312145,1195976,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose0,20,4,48.47904509,0.938091067,50.03587508,596.446,1497.076,5.586036444,3.850867748,10969696,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose1,20,4,44.31740821,0.76838,31.76425821,596.446,1919.883,5.586036444,3.850867748,10969696,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose2,20,4,42.2352245,0.746659689,43.81811712,596.446,1520.422,5.586036444,3.850867748,10969696,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose3,20,4,50.32604684,0.9585486,56.80895869,596.446,1609.199,5.586036444,3.850867748,10969696,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose4,20,4,47.06818167,0.898851633,46.36525399,596.446,1697.365,5.586036444,3.850867748,10969696,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose5,20,4,48.81996522,0.951218233,67.10009313,596.446,1572.86,5.586036444,3.850867748,10969696,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose6,20,4,49.79338071,0.951243978,62.87669122,596.446,1820.341,5.586036444,3.850867748,10969696,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose7,20,4,45.57695896,0.851317133,56.21853936,596.446,1767.223,5.586036444,3.850867748,10969696,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose8,20,4,47.04784338,0.910034833,25.32719792,596.446,1300.389,5.586036444,3.850867748,10969696,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose9,20,4,49.95776323,0.953637856,59.1475568,596.446,1810.656,5.586036444,3.850867748,10969696,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose0,20,4,48.22897467,0.9342878,46.10911037,596.446,2685.374,5.586036444,3.850867748,10969696,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose1,20,4,43.93828763,0.759313089,28.11187867,596.446,2944.974,5.586036444,3.850867748,10969696,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose2,20,4,42.10567256,0.743507867,40.8043153,596.446,2770.823,5.586036444,3.850867748,10969696,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose3,20,4,50.04673674,0.953032722,49.66031597,596.446,2728.746,5.586036444,3.850867748,10969696,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose4,20,4,46.6958965,0.894963356,41.55049668,596.446,2943.516,5.586036444,3.850867748,10969696,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose5,20,4,48.59116622,0.948446844,61.79012614,596.446,3076.153,5.586036444,3.850867748,10969696,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose6,20,4,49.44777459,0.946865922,56.2501925,596.446,3207.91,5.586036444,3.850867748,10969696,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose7,20,4,45.44773681,0.848053556,52.86995623,596.446,3043.809,5.586036444,3.850867748,10969696,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose8,20,4,46.92479416,0.906949689,22.86628524,596.446,2531.116,5.586036444,3.850867748,10969696,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose9,20,4,49.58243692,0.948343056,54.18030273,596.446,3240.777,5.586036444,3.850867748,10969696,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose0,36,4,46.86379983,0.933303078,46.55881979,589.257,1473.472,5.387755156,4.579972744,2836120,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose1,36,4,42.89681107,0.757218089,29.95626983,589.257,1901.868,5.387755156,4.579972744,2836120,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose2,36,4,41.96582607,0.738401744,41.53691457,589.257,1459.081,5.387755156,4.579972744,2836120,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose3,36,4,48.21110297,0.953039844,51.88012209,589.257,1569.516,5.387755156,4.579972744,2836120,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose4,36,4,45.556524,0.892299144,42.91346128,589.257,1738.248,5.387755156,4.579972744,2836120,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose5,36,4,46.96398272,0.945037856,62.70159683,589.257,1578.604,5.387755156,4.579972744,2836120,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose6,36,4,47.00134027,0.944428956,57.74462856,589.257,1799.917,5.387755156,4.579972744,2836120,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose7,36,4,44.0176867,0.843713467,52.98541272,589.257,1725.381,5.387755156,4.579972744,2836120,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose8,36,4,46.36331829,0.905956122,23.05966173,589.257,1298.895,5.387755156,4.579972744,2836120,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose9,36,4,47.4722747,0.946476289,54.66422032,589.257,1776.698,5.387755156,4.579972744,2836120,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose0,36,4,46.58476953,0.929269856,42.95071366,589.257,2693.549,5.387755156,4.579972744,2836120,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose1,36,4,42.67480454,0.748930789,26.64838637,589.257,2959.738,5.387755156,4.579972744,2836120,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose2,36,4,41.796665,0.734438556,38.89499058,589.257,2826.592,5.387755156,4.579972744,2836120,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose3,36,4,47.81144666,0.946939444,45.26950149,589.257,2729.989,5.387755156,4.579972744,2836120,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose4,36,4,45.27043127,0.8878996,38.26216631,589.257,2927.194,5.387755156,4.579972744,2836120,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose5,36,4,46.61875883,0.9411718,57.57547922,589.257,3079.547,5.387755156,4.579972744,2836120,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose6,36,4,46.61043119,0.938476956,51.05469328,589.257,3169.399,5.387755156,4.579972744,2836120,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose7,36,4,43.79603397,0.839478633,49.77067338,589.257,3000.813,5.387755156,4.579972744,2836120,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose8,36,4,46.17468574,0.902711367,20.93659114,589.257,2522.137,5.387755156,4.579972744,2836120,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose9,36,4,47.16248597,0.940174467,50.34926442,589.257,3173.108,5.387755156,4.579972744,2836120,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose0,44,4,45.94229016,0.922135689,38.22844414,593.642,1447.173,5.17434144,3.694761992,1522728,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose1,44,4,41.83050788,0.730944489,25.62337481,593.642,1904.085,5.17434144,3.694761992,1522728,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose2,44,4,40.97867207,0.717543356,36.59975552,593.642,1461.612,5.17434144,3.694761992,1522728,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose3,44,4,47.02511863,0.939499356,42.04280552,593.642,1588.83,5.17434144,3.694761992,1522728,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose4,44,4,44.46172078,0.876366511,35.48396016,593.642,1748.654,5.17434144,3.694761992,1522728,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose5,44,4,46.20452762,0.930150033,53.29884557,593.642,1557.935,5.17434144,3.694761992,1522728,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose6,44,4,45.68332071,0.927344456,47.15520836,593.642,1775.908,5.17434144,3.694761992,1522728,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose7,44,4,43.05409669,0.825938422,45.87845567,593.642,1648.553,5.17434144,3.694761992,1522728,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose8,44,4,45.67957298,0.895792711,18.84437738,593.642,1272.844,5.17434144,3.694761992,1522728,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose9,44,4,45.81122664,0.928756022,44.84812959,593.642,1737.872,5.17434144,3.694761992,1522728,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose0,44,4,45.60432947,0.917545867,36.1234906,593.642,2708.637,5.17434144,3.694761992,1522728,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose1,44,4,41.622196,0.723249556,22.84356034,593.642,2995.185,5.17434144,3.694761992,1522728,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose2,44,4,40.7814804,0.711759178,34.71231078,593.642,2813.72,5.17434144,3.694761992,1522728,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose3,44,4,46.61039618,0.932378089,36.66596222,593.642,2732.628,5.17434144,3.694761992,1522728,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose4,44,4,44.16602494,0.871315756,31.21368942,593.642,2969.558,5.17434144,3.694761992,1522728,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose5,44,4,45.9014355,0.924373578,48.93824289,593.642,3125.515,5.17434144,3.694761992,1522728,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose6,44,4,45.23584266,0.918377633,40.75592257,593.642,3170.209,5.17434144,3.694761992,1522728,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose7,44,4,42.754225,0.8196144,43.11332503,593.642,3039.744,5.17434144,3.694761992,1522728,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose8,44,4,45.44212612,0.891991811,17.26459577,593.642,2485.923,5.17434144,3.694761992,1522728,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose9,44,4,45.42118532,0.9211802,42.107723,593.642,3199.787,5.17434144,3.694761992,1522728,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose0,48,4,44.03785406,0.911968156,31.13299918,587.316,1465.793,14.69748139,4.570405006,1163720,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose1,48,4,40.9227509,0.7084326,22.35866307,587.316,1921.626,14.69748139,4.570405006,1163720,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose2,48,4,40.08138809,0.6977153,32.75499277,587.316,1516.9,14.69748139,4.570405006,1163720,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose3,48,4,44.89095094,0.926454411,32.3110787,587.316,1629.145,14.69748139,4.570405006,1163720,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose4,48,4,42.67780193,0.862630822,29.99432654,587.316,1702.078,14.69748139,4.570405006,1163720,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose5,48,4,44.43224017,0.915675,44.59788764,587.316,1582.389,14.69748139,4.570405006,1163720,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose6,48,4,44.20705721,0.909549189,37.67797801,587.316,1767.362,14.69748139,4.570405006,1163720,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose7,48,4,42.04107281,0.808933644,39.94533983,587.316,1648.251,14.69748139,4.570405006,1163720,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose8,48,4,44.27357553,0.886775178,15.05798508,587.316,1277.789,14.69748139,4.570405006,1163720,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose9,48,4,44.26446966,0.913382633,37.35958418,587.316,1762.573,14.69748139,4.570405006,1163720,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose0,48,4,43.77665372,0.905599856,28.94530778,587.316,2746.685,14.69748139,4.570405006,1163720,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose1,48,4,40.69378709,0.7004888,19.72376367,587.316,2963.17,14.69748139,4.570405006,1163720,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose2,48,4,39.84481162,0.690137822,31.09407241,587.316,2754.892,14.69748139,4.570405006,1163720,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose3,48,4,44.4893825,0.917900011,26.90700268,587.316,2621.83,14.69748139,4.570405006,1163720,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose4,48,4,42.39792672,0.855999244,25.20150879,587.316,2783.681,14.69748139,4.570405006,1163720,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose5,48,4,44.16382868,0.908203778,40.72170116,587.316,2974.725,14.69748139,4.570405006,1163720,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose6,48,4,43.8408782,0.898687511,32.01663068,587.316,3078.247,14.69748139,4.570405006,1163720,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose7,48,4,41.7148091,0.800616144,37.09959144,587.316,2996.906,14.69748139,4.570405006,1163720,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose8,48,4,44.14168663,0.882156944,13.79095694,587.316,2569.703,14.69748139,4.570405006,1163720,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose9,48,4,43.93521706,0.903815,34.75688073,587.316,3238.037,14.69748139,4.570405006,1163720,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose0,50,4,42.28397867,0.904567833,27.0000505,596.112,1429.796,28.65259647,26.66897154,1043744,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose1,50,4,40.6945433,0.695677344,20.3156441,596.112,1913.662,28.65259647,26.66897154,1043744,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose2,50,4,39.35126426,0.684399322,30.26200596,596.112,1457.966,28.65259647,26.66897154,1043744,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose3,50,4,42.7398807,0.918129978,28.11350897,596.112,1551.458,28.65259647,26.66897154,1043744,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose4,50,4,41.63043669,0.8537265,25.88439934,596.112,1693.601,28.65259647,26.66897154,1043744,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose5,50,4,42.6510798,0.904846356,39.9205417,596.112,1498.131,28.65259647,26.66897154,1043744,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose6,50,4,42.85193217,0.897241356,31.95436137,596.112,1730.305,28.65259647,26.66897154,1043744,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose7,50,4,41.21286251,0.797686111,35.92433207,596.112,1665.526,28.65259647,26.66897154,1043744,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose8,50,4,42.13383291,0.880181833,13.08207937,596.112,1262.57,28.65259647,26.66897154,1043744,4
AdditiveSynthesizer,12x3,ArchVizInterior,pose9,50,4,42.68162901,0.903354044,32.68325648,596.112,1712.619,28.65259647,26.66897154,1043744,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose0,50,4,42.00303642,0.898403922,24.75062048,596.112,2757.574,28.65259647,26.66897154,1043744,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose1,50,4,40.588475,0.687674633,17.62975479,596.112,2890.376,28.65259647,26.66897154,1043744,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose2,50,4,39.10668188,0.676630211,28.48753453,596.112,2652.986,28.65259647,26.66897154,1043744,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose3,50,4,42.35880972,0.909057167,22.54048391,596.112,2596.146,28.65259647,26.66897154,1043744,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose4,50,4,41.31570623,0.846732433,21.3211085,596.112,2789.327,28.65259647,26.66897154,1043744,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose5,50,4,42.37834934,0.896625178,35.76615686,596.112,3021.4,28.65259647,26.66897154,1043744,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose6,50,4,42.50431852,0.8853583,26.84174296,596.112,3252.87,28.65259647,26.66897154,1043744,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose7,50,4,40.83868523,0.789063578,33.19589881,596.112,3118.494,28.65259647,26.66897154,1043744,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose8,50,4,41.9671059,0.875456411,11.73242396,596.112,2555.764,28.65259647,26.66897154,1043744,4
ViewWeightingSynthesizer,12x3,ArchVizInterior,pose9,50,4,42.23957913,0.892754111,29.76703318,596.112,3265.706,28.65259647,26.66897154,1043744,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose0,20,4,48.43771467,0.938437133,50.3283412,577.874,1402.858,10.64485931,5.705757618,10544360,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose1,20,4,44.22201618,0.769954878,31.93205674,577.874,1787.887,10.64485931,5.705757618,10544360,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose2,20,4,42.11481828,0.747085656,44.02170938,577.874,1386.178,10.64485931,5.705757618,10544360,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose3,20,4,50.30021323,0.958837833,57.09918814,577.874,1538.566,10.64485931,5.705757618,10544360,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose4,20,4,47.04517937,0.899609556,46.29605768,577.874,1732.803,10.64485931,5.705757618,10544360,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose5,20,4,48.76683182,0.951168633,67.23154713,577.874,1520.348,10.64485931,5.705757618,10544360,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose6,20,4,49.71696044,0.951239167,62.87079821,577.874,1698.769,10.64485931,5.705757618,10544360,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose7,20,4,45.53649147,0.851361156,56.15028316,577.874,1603.935,10.64485931,5.705757618,10544360,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose8,20,4,47.05719246,0.910328178,25.45913089,577.874,1281.694,10.64485931,5.705757618,10544360,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose9,20,4,49.93651339,0.954212244,59.21468586,577.874,1746.25,10.64485931,5.705757618,10544360,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose0,20,4,48.16677787,0.934419789,46.03583568,577.874,2536.918,10.64485931,5.705757618,10544360,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose1,20,4,43.88025348,0.761627144,28.39772453,577.874,2781.497,10.64485931,5.705757618,10544360,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose2,20,4,42.00200896,0.744300722,41.14600133,577.874,2696.377,10.64485931,5.705757618,10544360,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose3,20,4,50.01085082,0.953257022,50.007795,577.874,2541.863,10.64485931,5.705757618,10544360,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose4,20,4,46.69594999,0.8960343,41.58340874,577.874,2803.392,10.64485931,5.705757618,10544360,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose5,20,4,48.57091486,0.948572911,62.32824397,577.874,2915.715,10.64485931,5.705757618,10544360,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose6,20,4,49.3716921,0.946652222,55.85974186,577.874,3262.718,10.64485931,5.705757618,10544360,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose7,20,4,45.41165841,0.848360489,53.00834193,577.874,3106.334,10.64485931,5.705757618,10544360,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose8,20,4,46.94308468,0.907404911,23.38874766,577.874,2471.241,10.64485931,5.705757618,10544360,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose9,20,4,49.62723203,0.949787511,55.16851441,577.874,3058.447,10.64485931,5.705757618,10544360,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose0,36,4,46.81185489,0.933456233,46.57633677,584.915,1429.596,5.361786366,4.594079256,2704848,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose1,36,4,43.20740409,0.758594011,30.2032013,584.915,1764.692,5.361786366,4.594079256,2704848,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose2,36,4,41.77239923,0.738566622,41.80218534,584.915,1379.04,5.361786366,4.594079256,2704848,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose3,36,4,48.23521757,0.953437311,52.13110053,584.915,1526.688,5.361786366,4.594079256,2704848,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose4,36,4,45.63037962,0.893108333,42.69017654,584.915,1592.03,5.361786366,4.594079256,2704848,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose5,36,4,46.92144012,0.944978333,62.65601128,584.915,1422.192,5.361786366,4.594079256,2704848,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose6,36,4,46.92736527,0.944501022,57.72101736,584.915,1637.856,5.361786366,4.594079256,2704848,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose7,36,4,44.02197713,0.843544222,52.74504107,584.915,1608.676,5.361786366,4.594079256,2704848,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose8,36,4,46.34454088,0.906166789,23.31097353,584.915,1250.558,5.361786366,4.594079256,2704848,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose9,36,4,47.47257232,0.947285733,55.13169851,584.915,1693.537,5.361786366,4.594079256,2704848,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose0,36,4,46.5141314,0.929655389,42.84479497,584.915,2600.337,5.361786366,4.594079256,2704848,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose1,36,4,42.92425038,0.750913933,27.01747471,584.915,2908.72,5.361786366,4.594079256,2704848,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose2,36,4,41.60383171,0.735049844,39.23314932,584.915,2730.293,5.361786366,4.594079256,2704848,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose3,36,4,47.77241236,0.947827211,45.80582354,584.915,2737.131,5.361786366,4.594079256,2704848,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose4,36,4,45.27761561,0.889222389,38.2475524,584.915,2938.243,5.361786366,4.594079256,2704848,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose5,36,4,46.51876874,0.941509189,57.88350241,584.915,3072.863,5.361786366,4.594079256,2704848,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose6,36,4,46.51841211,0.938506589,50.71625956,584.915,3223.038,5.361786366,4.594079256,2704848,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose7,36,4,43.77507169,0.839531822,49.74789909,584.915,3019.197,5.361786366,4.594079256,2704848,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose8,36,4,46.14499832,0.903228711,21.25680169,584.915,2481.233,5.361786366,4.594079256,2704848,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose9,36,4,47.11975296,0.942023067,51.40872217,584.915,3110.037,5.361786366,4.594079256,2704848,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose0,44,4,45.91990076,0.922946933,38.36720237,605.467,1378.122,34.99146247,23.81952786,1450448,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose1,44,4,41.94081312,0.732784333,26.04092488,605.467,1700.556,34.99146247,23.81952786,1450448,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose2,44,4,40.99162509,0.718435367,37.1535387,605.467,1365.125,34.99146247,23.81952786,1450448,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose3,44,4,46.9690678,0.940323722,41.48890206,605.467,1495.366,34.99146247,23.81952786,1450448,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose4,44,4,44.40218231,0.877530022,35.6413467,605.467,1580.368,34.99146247,23.81952786,1450448,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose5,44,4,46.09539681,0.930753789,53.38698929,605.467,1398.463,34.99146247,23.81952786,1450448,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose6,44,4,45.71421803,0.927694211,47.2130688,605.467,1633.785,34.99146247,23.81952786,1450448,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose7,44,4,43.01122247,0.825645722,45.96898227,605.467,1566.315,34.99146247,23.81952786,1450448,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose8,44,4,45.61113604,0.896449178,18.94851757,605.467,1200.137,34.99146247,23.81952786,1450448,4
