synthesizer,camera_position,scene,pose_traces,QP,numGroup,psnr_mean,ssim_mean,vmaf_mean,TMIV_encoding_time,TMIV_decoding_time,x265_encoding_time,x265_decoding_time,bitrate
AdditiveSynthesizer,6x6,RealisticRendering,pose0,44,1,42.45864894444444,0.9283483222222221,57.14448485555556,561.111,1053.143,2.6825497150421143,1.9760420322418213,1082664
AdditiveSynthesizer,6x6,RealisticRendering,pose1,44,1,38.86490625555555,0.8630270333333334,50.9174353111111,561.111,1179.573,2.6825497150421143,1.9760420322418213,1082664
AdditiveSynthesizer,6x6,RealisticRendering,pose2,44,1,38.87313862222222,0.8402214444444444,54.40673581111112,561.111,1083.927,2.6825497150421143,1.9760420322418213,1082664
AdditiveSynthesizer,6x6,RealisticRendering,pose3,44,1,42.639008933333336,0.9489150666666666,55.640327944444444,561.111,1078.376,2.6825497150421143,1.9760420322418213,1082664
AdditiveSynthesizer,6x6,RealisticRendering,pose4,44,1,44.4833049,0.936234388888889,59.83138305555555,561.111,1111.231,2.6825497150421143,1.9760420322418213,1082664
AdditiveSynthesizer,6x6,RealisticRendering,pose5,44,1,43.95649082222222,0.9445985111111111,69.11326835555555,561.111,1132.558,2.6825497150421143,1.9760420322418213,1082664
AdditiveSynthesizer,6x6,RealisticRendering,pose6,44,1,44.06221908888889,0.9511474222222224,72.97423798888889,561.111,1232.914,2.6825497150421143,1.9760420322418213,1082664
AdditiveSynthesizer,6x6,RealisticRendering,pose7,44,1,40.36955763333333,0.8715056222222223,62.52217291111111,561.111,1227.502,2.6825497150421143,1.9760420322418213,1082664
AdditiveSynthesizer,6x6,RealisticRendering,pose8,44,1,38.25812816666666,0.8677887555555556,42.24840436666667,561.111,1000.426,2.6825497150421143,1.9760420322418213,1082664
AdditiveSynthesizer,6x6,RealisticRendering,pose9,44,1,43.373365822222226,0.9540535222222224,58.07432343333334,561.111,1249.301,2.6825497150421143,1.9760420322418213,1082664
ViewWeightingSynthesizer,6x6,RealisticRendering,pose0,44,1,42.07198881111112,0.9266386444444445,57.06921524444445,561.111,2437.231,2.6825497150421143,1.9760420322418213,1082664
ViewWeightingSynthesizer,6x6,RealisticRendering,pose1,44,1,38.35470547777778,0.8523431111111112,48.53320288888888,561.111,2796.42,2.6825497150421143,1.9760420322418213,1082664
ViewWeightingSynthesizer,6x6,RealisticRendering,pose2,44,1,38.62969977777777,0.8368562666666667,53.12090284444445,561.111,2607.08,2.6825497150421143,1.9760420322418213,1082664
ViewWeightingSynthesizer,6x6,RealisticRendering,pose3,44,1,42.16567033333333,0.9474753222222222,55.928565655555566,561.111,2494.83,2.6825497150421143,1.9760420322418213,1082664
ViewWeightingSynthesizer,6x6,RealisticRendering,pose4,44,1,43.712647744444446,0.9325394777777779,57.51180801111112,561.111,2617.314,2.6825497150421143,1.9760420322418213,1082664
ViewWeightingSynthesizer,6x6,RealisticRendering,pose5,44,1,43.35759743333334,0.9400095333333331,68.00942666666667,561.111,2766.064,2.6825497150421143,1.9760420322418213,1082664
ViewWeightingSynthesizer,6x6,RealisticRendering,pose6,44,1,43.23080827777778,0.9462884222222223,70.33286497777779,561.111,2926.982,2.6825497150421143,1.9760420322418213,1082664
ViewWeightingSynthesizer,6x6,RealisticRendering,pose7,44,1,40.011761155555554,0.8674950888888888,61.74529967777778,561.111,2780.475,2.6825497150421143,1.9760420322418213,1082664
ViewWeightingSynthesizer,6x6,RealisticRendering,pose8,44,1,38.07325354444444,0.8674589666666666,43.704976333333335,561.111,2311.233,2.6825497150421143,1.9760420322418213,1082664
ViewWeightingSynthesizer,6x6,RealisticRendering,pose9,44,1,42.63471384444444,0.9514618666666667,58.29001967777777,561.111,2889.87,2.6825497150421143,1.9760420322418213,1082664
AdditiveSynthesizer,9x4,RealisticRendering,pose0,44,1,42.33132086666666,0.9296438333333333,59.27591152222222,567.657,1036.621,2.824171543121338,1.90488600730896,1047728
AdditiveSynthesizer,9x4,RealisticRendering,pose1,44,1,38.208152255555554,0.8347099222222223,49.77565031111111,567.657,1118.238,2.824171543121338,1.90488600730896,1047728
AdditiveSynthesizer,9x4,RealisticRendering,pose2,44,1,36.79305936666666,0.8076176777777778,53.4979678111111,567.657,1029.611,2.824171543121338,1.90488600730896,1047728
AdditiveSynthesizer,9x4,RealisticRendering,pose3,44,1,42.6098855,0.9495638888888888,57.300251622222234,567.657,1039.002,2.824171543121338,1.90488600730896,1047728
AdditiveSynthesizer,9x4,RealisticRendering,pose4,44,1,44.35068398888889,0.9380327111111111,61.625875533333335,567.657,1066.938,2.824171543121338,1.90488600730896,1047728
AdditiveSynthesizer,9x4,RealisticRendering,pose5,44,1,43.70866534444444,0.9450895777777778,72.10306996666667,567.657,1104.742,2.824171543121338,1.90488600730896,1047728
AdditiveSynthesizer,9x4,RealisticRendering,pose6,44,1,43.72079592222222,0.9520612777777777,74.32001245555556,567.657,1167.424,2.824171543121338,1.90488600730896,1047728
AdditiveSynthesizer,9x4,RealisticRendering,pose7,44,1,39.91264591111111,0.8666133333333333,65.1519609111111,567.657,1195.242,2.824171543121338,1.90488600730896,1047728
AdditiveSynthesizer,9x4,RealisticRendering,pose8,44,1,38.18453654444445,0.8693501222222223,44.086462366666666,567.657,992.534,2.824171543121338,1.90488600730896,1047728
